Rk,,Tm,Age,Pos,G,GS,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Sk,Tkl,Ast,Sfty
487,Tyrunn Walker\WalkTy00,DET,26,DT,15,8,,,,,,0,0,1,0,0,,15,11,
488,Jonathan Babineaux\BabiJo20,ATL,35,dt,16,6,,,,,,,,,,,,14,8,
489,Nat Berhe\BerhNa00,NYG,25,fs,7,2,0,0,0,0,1,1,0,0,0,0,,14,4,
490,Michael Brockers\BrocMi00,LAR,26,dt/RDT,14,14,0,0,0,0,2,,,,,,,14,5,
491,Max Bullough\BullMa00,HOU,24,mlb,16,3,,,,,,,,,,,,14,5,
492,Antonio Cromartie\CromAn20,IND,32,lcb/rcb,4,4,0,0,0,0,2,,,,,,,14,0,
493,Lawrence Guy\GuyxLa00,BAL,26,DE,16,10,,,,,,1,0,1,0,0,1.0,14,14,
494,Charles Johnson\JohnCh98,CAR,30,DE,13,13,0,0,0,0,2,3,0,0,0,0,4.0,14,12,
495,Star Lotulelei\LotuSt00,CAR,27,LDT,16,16,0,0,0,0,1,1,0,0,0,0,4.0,14,12,
496,Stacy McGee\McGeSt01,OAK,26,de/dt/nt,9,9,,,,,,2,0,0,0,0,2.5,14,3,
497,Rakeem Nunez-Roches\NuneRa00,KAN,23,de,11,5,,,,,,,,,,,1.0,14,9,
498,Eddie Pleasant\PleaEd00,HOU,28,,14,0,0,0,0,0,5,,,,,,,14,3,
499,Brooks Reed\ReedBr00,ATL,29,de,15,7,0,0,0,0,1,1,0,0,0,0,2.0,14,7,
500,Julian Stanford\StanJu00,NYJ,26,lb,9,2,,,,,,,,,,,,14,5,
501,Steven Terrell\TerrSt00,SEA,26,fs,16,5,0,0,0,0,1,0,0,1,0,0,,14,9,
502,Khyri Thornton\ThorKh00,DET,27,dt,13,6,,,,,,,,,,,1.0,14,5,
503,John Timu\TimuJo00,CHI,24,lb,11,4,0,0,0,0,1,,,,,,,14,3,
504,Greg Toler\ToleGr99,WAS,31,cb/db,16,2,0,0,0,0,2,0,0,1,0,0,,14,2,
505,Courtney Upshaw\UpshCo00,ATL,27,dt,13,5,0,0,0,0,1,1,0,1,0,0,0.5,14,9,
506,Cornelius Washington\WashCo00,CHI,27,de,15,2,0,0,0,0,1,,,,,,2.0,14,6,
507,Al Woods\WoodAl99,TEN,29,nt,12,7,,,,,,,,,,,,14,4,
508,Kenny Clark\ClarKe01,GNB,21,de/nt,16,2,0,0,0,0,2,0,0,2,2,0,,13,8,
509,Jack Crawford\CrawJa00,DAL,28,DE,16,11,,,,,,,,,,,3.5,13,12,
510,Jeff Heath\HeatJe00,DAL,25,,16,0,1,19,0,19,2,,,,,,,13,4,
511,Davon House\HousDa00,JAX,27,lcb,16,4,,,,,,,,,,,,13,3,
512,Karl Klug\KlugKa00,TEN,28,de/dt,14,2,0,0,0,0,1,,,,,,1.5,13,13,
513,Pernell McPhee\McPhPe00,CHI,28,,9,0,,,,,,1,0,0,0,0,4.0,13,3,
514,Jordan Phillips\PhilJo01,MIA,24,de/DT,16,11,1,17,0,17,3,,,,,,0.5,13,10,
515,Chris Prosinski\ProsCh00,CHI,29,s,16,1,0,0,0,0,1,,,,,,,13,5,
516,Jarran Reed\ReedJa02,SEA,24,dt/rdt,15,5,0,0,0,0,3,,,,,,1.5,13,21,
517,LaRoy Reynolds\ReynLa00,ATL,26,lb,16,3,,,,,,0,0,1,0,0,,13,10,
518,Martrell Spaight\SpaiMa00,WAS,23,mlb,14,1,1,8,0,8,1,,,,,,,13,5,
519,Aaron Williams\WillAa00,BUF,26,s,7,5,0,0,0,0,5,0,0,1,53,1,,13,7,
520,Stephone Anthony\AnthSt00,NOR,24,lb/mlb,10,3,,,,,,,,,,,,12,3,
521,Akeem Ayers\AyerAk00,IND,27,,16,0,1,25,0,25,2,,,,,,2.0,12,6,
522,Trent Cole\ColeTr20,IND,34,lb,7,4,0,0,0,0,1,,,,,,2.0,12,5,
523,Eddie Goldman\GoldEd00,CHI,22,nt,6,5,0,0,0,0,1,,,,,,2.5,12,6,
524,Erin Henderson\HendEr99,NYJ,30,lb,5,4,,,,,,,,,,,,12,7,
525,Tracy Howard\HowaTr02,CLE,22,fs,15,3,0,0,0,0,1,,,,,,,12,4,
526,Demontre Hurst\HursDe00,CHI,25,cb,10,1,1,0,0,0,2,,,,,,1.0,12,0,
527,David Irving\IrviDa00,DAL,23,de/dt,15,2,0,0,0,0,5,4,0,1,0,0,4.0,12,5,
528,Jarvis Jenkins\JenkJa01,2TM,28,,16,1,,,,,,,,,,,,12,2,
529,Matt Judon\JudoMa00,BAL,24,,14,0,0,0,0,0,2,0,0,1,3,0,4.0,12,15,
530,Aaron Lynch\LyncAa00,SFO,23,lb/rolb,7,3,,,,,,,,,,,1.5,12,1,
531,Cassius Marsh\MarsCa00,SEA,24,lb,16,1,,,,,,1,0,1,0,0,3.0,12,6,
532,Will Parks\ParkWi01,DEN,22,,16,0,1,1,0,1,3,0,0,1,0,0,,12,5,
533,Corey Peters\PeteCo00,ARI,28,dt/NT,15,14,,,,,,,,,,,,12,9,1
534,Trovon Reed\ReedTr00,SDG,26,cb,6,1,2,6,0,3,2,,,,,,,12,0,
535,Kevon Seymour\SeymKe00,BUF,23,cb,15,3,0,0,0,0,3,,,,,,,12,2,
536,Deon Simon\SimoDe00,NYJ,26,,16,0,,,,,,,,,,,1.5,12,11,
537,Darryl Tapp\TappDa20,NOR,32,de,16,2,,,,,,0,0,1,0,0,0.5,12,5,
538,Cedric Thornton\ThorCe00,DAL,28,,13,0,0,0,0,0,1,1,0,1,1,0,1.5,12,10,
539,Mitch Unrein\UnreMi00,CHI,29,DE,13,9,,,,,,,,,,,1.0,12,14,
540,Adolphus Washington\WashAd00,BUF,22,DE,15,11,0,0,0,0,1,,,,,,2.5,12,9,
541,Antwione Williams\WillAn01,DET,23,lb/mlb,14,3,,,,,,0,1,1,0,0,,12,8,
542,Paul Worrilow\WorrPa00,ATL,26,lb,12,1,0,0,0,0,2,0,0,2,0,0,,12,6,
543,De'Vante Bausby\BausDe00,CHI,23,,4,0,,,,,,,,,,,,11,1,
544,Ronald Blair\BlaiRo00,SFO,23,,15,0,,,,,,,,,,,3.0,11,5,
545,Ron Brooks\BrooRo01,PHI,28,cb,6,5,0,0,0,0,1,0,0,1,0,0,,11,1,
546,Xavier Cooper\CoopXa00,CLE,25,de,13,2,,,,,,,,,,,,11,9,
547,Blake Countess\CounBl00,LAR,23,cb,5,2,,,,,,,,,,,1.0,11,8,
548,Wallace Gilberry\GilbWa00,2TM,32,,9,1,,,,,,,,,,,2.5,11,4,
549,Ra'Shede Hageman\HageRa00,ATL,26,de/dt,12,4,0,0,0,0,1,,,,,,2.0,11,7,
550,Ben Heeney\HeenBe00,OAK,24,mlb,4,2,,,,,,,,,,,,11,2,
551,Charles James\JameCh00,2TM,26,,13,0,0,0,0,0,1,0,1,0,0,0,,11,3,
552,Tom Johnson\JohnTo01,MIN,32,,15,0,1,4,0,4,1,0,1,0,0,0,2.0,11,6,
553,Zach Kerr\KerrZa00,IND,26,dt,12,4,,,,,,0,0,1,0,0,2.5,11,8,
554,Keith McGill\McGiKe00,OAK,27,ss,16,2,0,0,0,0,1,,,,,,,11,5,
555,Koa Misi\MisiKo99,MIA,29,lb,3,2,,,,,,,,,,,,11,11,
556,Earl Mitchell\MitcEa99,MIA,29,dt,9,5,,,,,,,,,,,,11,6,
557,Haloti Ngata\NgatHa20,DET,32,DT,13,13,0,0,0,0,3,,,,,,1.5,11,11,
558,David Onyemata\OnyeDa00,NOR,24,,16,0,,,,,,,,,,,,11,7,
559,Joe Schobert\SchoJo00,CLE,23,lb,16,4,0,0,0,0,1,,,,,,,11,5,
560,Manti Te'o\TeoxMa00,SDG,25,lb,3,3,,,,,,,,,,,,11,6,
561,Cam Thomas\ThomCa99,LAR,30,rdt,16,2,,,,,,,,,,,1.0,11,4,
562,Vincent Valentine\ValeVi00,NWE,22,dt,13,2,,,,,,,,,,,1.0,11,8,
563,Alterraun Verner\VernAl99,TAM,28,cb,16,3,1,16,0,16,7,,,,,,,11,1,
564,Jason Verrett\VerrJa00,SDG,25,lcb/rcb,4,4,1,0,0,0,3,0,0,1,0,0,,11,2,
565,Nick Vigil\VigiNi00,CIN,23,,16,0,0,0,0,0,1,,,,,,,11,3,
566,Dan Williams\WillDa99,OAK,29,dt/NT,16,11,0,0,0,0,1,,,,,,0.5,11,6,
567,Tank Carradine\CarrCo00,SFO,27,,13,0,,,,,,,,,,,,10,8,
568,Will Clarke\ClarWi00,CIN,25,,16,0,0,0,0,0,1,,,,,,4.0,10,5,
569,Demetri Goodson\GoodDe00,GNB,27,lcb,6,3,0,0,0,0,1,,,,,,,10,4,
570,DeAngelo Hall\HallDe99,WAS,33,fs,3,3,0,0,0,0,1,,,,,,,10,6,
571,Cullen Jenkins\JenkCu20,WAS,35,,15,0,,,,,,,,,,,1.0,10,5,
572,Daniel McCullers\McCuDa00,PIT,24,rilb,16,1,0,0,0,0,1,,,,,,1.0,10,7,
573,Roy Miller\MillRo99,JAX,29,dt,6,6,,,,,,,,,,,,10,0,
574,Za'Darius Smith\SmitZa00,BAL,24,de/lb,13,4,0,0,0,0,1,1,0,0,0,0,1.0,10,10,
575,Akeem Spence\SpenAk00,TAM,25,dt,16,4,,,,,,,,,,,0.5,10,9,
576,D.J. White\WhitD.00,KAN,23,,11,0,1,0,0,0,3,,,,,,,10,1,
577,Anthony Zettel\ZettAn00,DET,24,,13,0,,,,,,,,,,,1.0,10,3,
578,Henry Anderson\AndeHe00,IND,25,dt,11,2,0,0,0,0,2,0,0,1,0,0,,9,3,
579,Thurston Armbrister\ArmbTh00,DET,28,lb,14,2,,,,,,,,,,,,9,0,
580,Arik Armstead\ArmsAr01,SFO,23,ldt,8,4,,,,,,1,0,0,0,0,2.5,9,6,
581,Jay Bromley\BromJa00,NYG,24,,15,0,,,,,,,,,,,1.0,9,5,
582,Juston Burris\BurrJu00,NYJ,23,cb,16,1,1,0,0,0,5,,,,,,,9,1,
583,Tyeler Davison\DaviTy01,NOR,24,de/DT,15,15,0,0,0,0,2,,,,,,,9,14,
584,Elvis Dumervil\DumeEl20,BAL,32,lb,8,3,,,,,,2,0,1,0,0,3.0,9,2,
585,James Ihedigbo\IhedJa00,BUF,33,s,4,3,0,0,0,0,1,,,,,,,9,6,
586,DaVonte Lambert\LambDa01,TAM,22,de,11,5,,,,,,1,0,0,0,0,,9,5,
587,James Laurinaitis\LaurJa99,NOR,30,mlb,6,4,0,0,0,0,1,0,0,1,0,0,,9,8,
588,Arthur Moats\MoatAr00,PIT,28,lolb,16,5,0,0,0,0,3,,,,,,3.5,9,10,
589,Jared Odrick\OdriJa99,JAX,29,de,6,6,0,0,0,0,1,1,0,0,0,0,1.0,9,3,
590,Romeo Okwara\OkwaRo01,NYG,21,de,16,4,0,0,0,0,2,,,,,,1.0,9,12,
591,Marcus Smith\SmitMa03,PHI,24,,16,0,,,,,,,,,,,2.5,9,3,
592,Destiny Vaeao\VaeaDe01,PHI,22,,16,0,,,,,,1,0,0,0,0,2.0,9,6,
593,DeMarcus Ware\WareDe99,DEN,34,LB,10,8,0,0,0,0,1,,,,,,4.0,9,6,
594,Vince Wilfork\WilfVi20,HOU,35,NT,15,15,0,0,0,0,1,,,,,,,9,12,
595,Mario Williams\WillMa22,MIA,31,de,13,5,0,0,0,0,1,,,,,,1.5,9,4,
596,C.J. Wilson\WilsC.98,CHI,29,nt,6,1,,,,,,,,,,,1.0,9,4,
597,David Bass\BassDa00,TEN,26,,13,0,,,,,,,,,,,,8,4,
598,Bene Benwikere\BenwBe00,CAR,25,rcb,4,4,1,1,0,1,4,,,,,,,8,2,
599,Justin Coleman\ColeJu01,NWE,23,db,10,1,0,0,0,0,3,,,,,,,8,0,
600,Lavar Edwards\EdwaLa00,2TM,26,,10,0,0,0,0,0,1,,,,,,2.0,8,3,
601,Javien Elliott\ElliJa01,TAM,23,cb,6,1,0,0,0,0,1,,,,,,,8,2,
602,Jayrone Elliott\ElliJa02,GNB,25,,11,0,,,,,,,,,,,1.0,8,4,
603,Kyler Fackrell\FackKy00,GNB,25,,13,0,0,0,0,0,1,1,0,0,0,0,2.0,8,1,
604,Adarius Glanton\GlanAd00,TAM,26,,16,0,,,,,,,,,,,,8,1,
605,Randy Gregory\GregRa00,DAL,24,,2,0,,,,,,,,,,,1.0,8,1,
606,De'Vante Harris\HarrDe04,NOR,23,cb,10,1,0,0,0,0,1,0,1,1,0,0,,8,1,
607,Kendall Langford\LangKe98,IND,30,de,7,7,0,0,0,0,2,0,0,1,0,0,,8,2,
608,Darius Latham\LathDa01,OAK,22,dt,14,2,0,0,0,0,1,,,,,,,8,9,
609,Demarcus Lawrence\LawrDe00,DAL,24,de,9,3,,,,,,1,0,0,0,0,1.0,8,3,
610,Corey Lemonier\LemoCo00,2TM,25,,9,1,0,0,0,0,1,1,0,1,0,0,2.0,8,1,
611,Kyle Love\LoveKy00,CAR,30,de,10,1,,,,,,1,0,1,0,0,1.5,8,8,
612,Ricardo Mathews\MathRi99,PIT,29,de,16,5,,,,,,,,,,,1.0,8,6,
613,Josh McNary\McNaJo00,IND,28,lb,16,3,,,,,,1,0,0,0,0,,8,5,
614,Robert Nelson\NelsRo00,HOU,26,,11,0,1,0,0,0,2,0,0,1,0,0,,8,1,
615,Alex Okafor\OkafAl00,ARI,25,,15,0,,,,,,1,0,1,0,0,3.5,8,3,
616,Joshua Perry\PerrJo01,SDG,22,lb,15,1,,,,,,1,0,0,0,0,,8,5,
617,Robert Quinn\QuinRo00,LAR,26,DE,9,8,0,0,0,0,2,2,0,0,0,0,4.0,8,2,
618,Hassan Ridgeway\RidgHa00,IND,22,de,16,5,0,0,0,0,1,,,,,,1.5,8,13,
619,Damion Square\SquaDa00,SDG,27,dt/nt,11,7,,,,,,,,,,,2.5,8,5,
620,Will Sutton\SuttWi00,CHI,25,nt,8,6,0,0,0,0,1,,,,,,,8,7,
621,Billy Winn\WinnBi00,DEN,27,de,16,2,,,,,,0,0,1,4,0,,8,11,
622,Ray-Ray Armstrong\ArmsRa01,SFO,27,,2,0,1,5,0,5,2,0,0,1,0,0,,7,1,
623,Jeremiah Attaochu\AttaJe00,SDG,23,lb,8,1,,,,,,,,,,,2.0,7,0,
624,Stefan Charles\CharSt00,DET,28,,12,0,,,,,,,,,,,,7,5,
625,Brandon Copeland\CopeBr00,DET,25,lb,16,1,,,,,,1,0,0,0,0,,7,4,
626,Brock Coyle\CoylBr00,SEA,26,lb,12,3,,,,,,,,,,,1.0,7,8,
627,Dwight Freeney\FreeDw00,ATL,36,de,15,1,,,,,,,,,,,3.0,7,3,
628,Rodney Gunter\GuntRo00,ARI,24,dt,16,1,,,,,,0,0,1,0,0,1.5,7,8,
629,Mike Hull\HullMi02,MIA,25,lb,16,1,1,8,0,8,1,,,,,,,7,8,
630,Margus Hunt\HuntMa00,CIN,29,,15,0,0,0,0,0,2,,,,,,,7,7,
631,Shaq Lawson\LawsSh00,BUF,22,lb,10,1,0,0,0,0,1,1,0,0,0,0,2.0,7,6,
632,Lorenzo Mauldin\MaulLo00,NYJ,24,lb,11,3,1,0,0,0,2,,,,,,2.5,7,9,
633,David Mayo\MayoDa00,CAR,23,,15,0,,,,,,,,,,,,7,1,
634,Darius Philon\PhilDa01,SDG,22,de,14,2,,,,,,,,,,,1.0,7,4,
635,D.J. Reader\ReadD.00,HOU,22,de/nt,16,7,0,0,0,0,1,,,,,,1.0,7,15,
636,Frostee Rucker\RuckFr99,ARI,33,dt,13,1,0,0,0,0,1,1,0,0,0,0,,7,6,
637,Neiko Thorpe\ThorNe00,SEA,26,,15,0,,,,,,0,0,1,0,0,,7,3,
638,Stephen Tulloch\TullSt20,PHI,31,lb,10,1,,,,,,,,,,,,7,0,
639,Brent Urban\UrbaBr00,BAL,25,,16,0,0,0,0,0,2,,,,,,2.0,7,3,
640,Aaron Wallace\WallAa00,TEN,23,,10,0,,,,,,,,,,,1.0,7,3,
641,Tourek Williams\WillTo00,SDG,25,,16,0,0,0,0,0,1,,,,,,1.0,7,6,
642,Bruce Carter\CartBr00,NYJ,28,lb,12,1,0,0,0,0,1,,,,,,,6,5,
643,James Cowser\CowsJa00,OAK,26,,6,0,,,,,,0,0,1,0,0,1.0,6,2,
644,Cody Davis\DaviCo02,LAR,27,db/fs,16,3,1,29,0,29,3,,,,,,,6,4,
645,Sheldon Day\DayxSh00,JAX,22,,16,0,,,,,,,,,,,1.0,6,2,
646,Terrence Fede\FedeTe00,MIA,25,,8,0,,,,,,0,0,1,0,0,,6,8,
647,Jonathan Freeny\FreeJo01,NWE,27,lb,5,4,,,,,,1,0,0,0,0,,6,4,
648,Terence Garvin\GarvTe00,WAS,26,,16,0,,,,,,,,,,,0.5,6,2,
649,C.J. Goodwin\GoodC.00,ATL,26,cb,14,1,0,0,0,0,2,,,,,,,6,1,
650,Matthew Ioannidis\IoanMa01,WAS,22,,10,0,,,,,,,,,,,,6,1,
651,John Jenkins\JenkJo00,2TM,27,,9,1,,,,,,,,,,,,6,7,
652,Anthony Johnson\JohnAn04,2TM,23,,11,1,,,,,,,,,,,,6,6,
653,Austin Johnson\JohnAu01,TEN,22,,10,0,0,0,0,0,1,,,,,,0.5,6,7,
654,Dontae Johnson\JohnDo02,SFO,25,,15,0,0,0,0,0,3,,,,,,,6,3,
655,Dean Lowry\LowrDe00,GNB,22,,15,0,0,0,0,0,1,,,,,,2.0,6,2,
656,Tyler Matakevich\MataTy00,PIT,24,,16,0,,,,,,,,,,,,6,2,
657,Michael Mauti\MautMi00,NOR,26,,8,0,,,,,,1,0,0,0,0,1.0,6,0,
658,Mike Morgan\MorgMi00,SEA,28,lb,9,3,1,14,0,14,1,,,,,,,6,4,
659,Stephen Paea\PaeaSt00,CLE,28,de,13,1,,,,,,,,,,,0.5,6,6,
660,Tenny Palepoi\PaleTe00,SDG,26,,13,0,,,,,,0,0,1,0,0,,6,7,
661,Denzel Rice\RiceDe00,HOU,23,,3,0,,,,,,,,,,,,6,3,
662,Derrick Shelby\ShelDe00,ATL,27,de,6,4,0,0,0,0,1,,,,,,,6,2,
663,Sealver Siliga\SiliSe00,2TM,26,,10,0,,,,,,,,,,,1.0,6,4,
664,Ed Stinson\StinEd00,ARI,25,dt,4,1,,,,,,,,,,,,6,0,
665,Darian Thompson\ThomDa05,NYG,23,fs,2,1,,,,,,,,,,,,6,1,
666,Leterrius Walton\WaltLe00,PIT,24,de,10,4,0,0,0,0,1,,,,,,,6,2,
667,Nicholas Williams\WillNi01,2TM,26,,10,0,,,,,,,,,,,,6,1,
668,D.J. Alexander*\AlexD.00,KAN,25,lilb,16,1,,,,,,1,0,0,0,0,,5,0,
669,Allen Bailey\BailAl00,KAN,27,de,5,5,,,,,,,,,,,,5,2,
670,Freddie Bishop\BishFr00,NYJ,26,,4,3,0,0,0,0,1,,,,,,,5,4,
671,Corbin Bryant\BryaCo00,BUF,28,nt,8,6,,,,,,,,,,,,5,6,
672,Vernon Butler\ButlVe00,CAR,22,,10,0,0,0,0,0,1,0,0,1,0,0,1.5,5,8,
673,Shilique Calhoun\CalhSh00,OAK,24,,10,0,0,0,0,0,1,,,,,,,5,0,
674,Kevin Dodd\DoddKe00,TEN,24,lb,9,1,,,,,,,,,,,1.0,5,0,
675,Kasim Edebali\EdebKa00,NOR,27,de,16,1,0,0,0,0,1,,,,,,1.0,5,3,
676,Andrew Gachkar\GachAn00,DAL,28,,16,0,,,,,,,,,,,,5,2,
677,Adam Gotsis\GotsAd00,DEN,24,,16,0,0,0,0,0,1,0,0,1,0,0,,5,9,
678,Dwayne Gratz\GratDw00,2TM,26,,6,0,,,,,,,,,,,,5,0,
679,Deiondre' Hall\HallDe02,CHI,22,,8,0,1,0,0,0,3,,,,,,,5,2,
680,Joel Heath\HeatJo01,HOU,23,de,12,6,,,,,,,,,,,2.0,5,3,
681,John Hughes\HughJo00,2TM,28,,5,0,,,,,,,,,,,,5,1,
682,Ramon Humber\HumbRa00,BUF,29,lb,16,1,,,,,,,,,,,,5,0,
683,Asa Jackson\JackAs00,DET,27,cb,4,2,0,0,0,0,1,,,,,,,5,2,
684,Tyson Jackson\JackTy98,ATL,30,de/dt,16,7,0,0,0,0,2,,,,,,,5,8,
685,Josh Johnson\JohnJo07,JAX,27,,8,0,0,0,0,0,1,,,,,,0.5,5,4,
686,Jonathan Jones\JoneJo03,NWE,23,db,16,1,0,0,0,0,1,1,0,1,0,0,,5,1,
687,Cory Littleton\LittCo01,LAR,23,lb,16,1,,,,,,,,,,,,5,5,
688,Harlan Miller\MillHa00,ARI,22,db/fs,2,2,1,52,0,52,1,,,,,,,5,1,
689,Mike Pennel\PennMi00,GNB,25,,8,0,0,0,0,0,1,,,,,,,5,2,
690,Dashaun Phillips\PhilDa00,WAS,25,de,5,2,,,,,,0,0,1,0,0,,5,2,
691,Caraun Reid\ReidCa00,SDG,25,,7,0,0,0,0,0,1,0,0,1,61,1,1.0,5,0,
692,Tharold Simon\SimoTh00,ARI,25,,9,0,,,,,,,,,,,,5,1,
693,Brynden Trawick\TrawBr00,OAK,27,,15,0,1,0,0,0,1,,,,,,,5,4,
694,Dekoda Watson\WatsDe99,DEN,28,,16,0,,,,,,1,0,0,0,0,1.0,5,1,
695,P.J. Williams\WillP.00,NOR,23,cb,2,2,0,0,0,0,2,,,,,,,5,2,
696,Teddy Williams\WillTe00,CAR,28,,3,0,1,19,0,19,2,,,,,,,5,1,
697,Jerel Worthy\WortJe00,BUF,26,,13,0,,,,,,,,,,,,5,7,
698,Zaire Anderson\AndeZa01,DEN,24,lb,16,1,,,,,,1,0,0,0,0,,4,3,
699,Johnthan Banks\BankJo00,3TM,27,,9,2,0,0,0,0,1,,,,,,,4,2,
700,Angelo Blackson\BlacAn00,TEN,24,nt,13,2,0,0,0,0,1,,,,,,,4,5,
701,Armonty Bryant\BryaAr00,DET,26,,5,0,,,,,,1,0,0,0,0,3.0,4,1,
702,Marcus Burley\BurlMa00,CLE,26,,12,0,0,0,0,0,1,,,,,,,4,1,
703,Ryan Carrethers\CarrRy00,SDG,25,,4,0,,,,,,,,,,,,4,1,
704,Jordan Dangerfield\DangJo00,PIT,26,ss,13,2,,,,,,,,,,,,4,6,
705,Lorenzo Doss\DossLo00,DEN,22,,6,0,0,0,0,0,2,,,,,,,4,0,
706,Deshazor Everett\EverDe01,WAS,24,,16,0,1,0,0,0,1,,,,,,,4,0,
707,Matthias Farley\FarlMa00,IND,24,,16,0,,,,,,,,,,,,4,0,
708,Michael Hunter\HuntMi00,NYG,23,,2,0,,,,,,,,,,,,4,0,
709,Christian Jones\JoneCh05,CHI,25,lb,16,2,0,0,0,0,1,,,,,,,4,1,
710,Anthony Levine\LeviAn00,BAL,29,,16,0,0,0,0,0,1,,,,,,,4,3,
711,Matt Longacre\LongMa00,LAR,25,,6,0,,,,,,,,,,,,4,2,
712,Lerentee McCray\McCrLe01,BUF,26,,13,0,,,,,,1,0,0,0,0,,4,6,
713,T.Y. McGill\McGiT.00,IND,24,,13,0,0,0,0,0,1,1,0,0,0,0,2.0,4,2,
714,Christopher Milton\MiltCh00,IND,24,cb,6,1,0,0,0,0,2,,,,,,,4,2,
715,Barkevious Mingo\MingBa00,NWE,26,lb,16,1,,,,,,,,,,,,4,0,
716,Ryan Russell\RussRy00,TAM,24,,8,0,,,,,,,,,,,1.0,4,0,
717,Zack Sanchez\SancZa00,CAR,23,lcb,5,1,,,,,,,,,,,,4,4,
718,Chris Smith\SmitCh03,JAX,24,,6,0,,,,,,,,,,,1.0,4,0,
719,Paul Soliai\SoliPa99,CAR,33,de,10,1,,,,,,0,0,1,0,0,,4,4,
720,Brandon Spikes\SpikBr99,BUF,29,,11,0,,,,,,,,,,,,4,5,
721,Darrell Stuckey\StucDa20,SDG,29,,16,0,,,,,,0,0,1,0,0,,4,0,
722,Julius Warmsley\WarmJu00,MIA,26,,5,0,,,,,,,,,,,,4,4,
723,Duke Williams\WillDu00,2TM,26,,10,2,0,0,0,0,1,,,,,,,4,0,
724,Xavier Williams\WillXa00,ARI,24,nt,8,1,,,,,,,,,,,,4,2,
725,Mackensie Alexander\AlexMa01,MIN,23,,13,0,,,,,,,,,,,,3,2,
726,Richard Ash\AshxRi00,2TM,24,,2,0,,,,,,,,,,,,3,3,
727,Adairius Barnes\BarnAd01,DET,22,cb,7,1,,,,,,,,,,,,3,1,
728,Daren Bates\BateDa00,OAK,26,,16,0,,,,,,,,,,,,3,1,
729,Mike Catapano\CataMi00,NYJ,26,lb,11,3,,,,,,,,,,,,3,1,
730,Marcus Cromartie\CromMa01,SFO,26,,10,0,,,,,,0,0,1,0,0,,3,0,
731,Akeem Dent\DentAk00,HOU,29,lb,16,3,,,,,,,,,,,,3,1,
732,Pierre Desir\DesiPi00,SDG,26,,5,0,0,0,0,0,1,,,,,,,3,0,
733,Brandon Dunn\DunnBr00,HOU,24,,2,0,,,,,,,,,,,,3,0,
734,Nick Dzubnar\DzubNi00,SDG,25,,4,0,,,,,,,,,,,,3,3,
735,Clayton Fejedelem\FejeCl00,CIN,23,,16,0,,,,,,,,,,,,3,0,
736,Josh Forrest\ForrJo00,LAR,24,cb/lb,10,4,0,0,0,0,1,0,0,1,0,0,,3,3,
737,Morgan Fox\FoxxMo00,LAR,22,,4,0,,,,,,1,0,1,0,0,,3,2,
738,Ben Garland\GarlBe00,ATL,28,,16,0,,,,,,,,,,,,3,0,
739,Winston Guy\GuyxWi00,IND,26,,2,0,,,,,,,,,,,,3,1,
740,Antonio Hamilton\HamiAn01,OAK,23,,4,0,,,,,,,,,,,,3,0,
741,Wes Horton\HortWe00,CAR,26,DE,11,10,,,,,,2,0,2,4,0,2.5,3,8,
742,Anthony Johnson\JohnAn05,NWE,23,,2,0,,,,,,,,,,,,3,1,
743,Cyrus Jones\JoneCy00,NWE,23,db,10,1,,,,,,0,5,2,0,0,,3,4,
744,Ufomba Kamalu\KamaUf00,HOU,24,lb,4,1,,,,,,,,,,,1.0,3,2,
745,Emmanuel Lamur\LamuEm00,MIN,27,,16,0,,,,,,,,,,,,3,4,
746,Chris Lewis-Harris\LewiCh01,2TM,27,,14,0,1,11,0,11,2,,,,,,,3,2,
747,Leon McFadden\McFaLe00,DAL,26,,9,0,,,,,,,,,,,,3,2,
748,Sherrick McManis\McMaSh99,CHI,29,,16,0,,,,,,,,,,,,3,0,
749,Doug Middleton\MiddDo01,NYJ,23,,4,0,0,0,0,0,1,,,,,,,3,3,
750,Damontre Moore\MoorDa01,SEA,24,,4,0,,,,,,,,,,,0.5,3,4,
751,Eric Murray\MurrEr00,KAN,22,,16,0,,,,,,0,0,1,0,0,,3,0,
752,Ayodeji Olatoye\OlatAy00,ATL,25,,5,0,0,0,0,0,3,,,,,,,3,1,
753,Kevin Pierre-Louis\PierKe00,SEA,25,,13,0,,,,,,,,,,,,3,4,
754,Hayes Pullard\PullHa00,JAX,,,16,0,,,,,,,,,,,,3,2,
755,Brennan Scarlett\ScarBr00,HOU,23,,7,0,,,,,,,,,,,,3,7,
756,Sam Shields\ShieSa00,GNB,29,rcb,1,1,,,,,,,,,,,,3,0,
757,Antonio Smith\SmitAn22,HOU,35,,13,0,,,,,,,,,,,0.5,3,1,
758,Derron Smith\SmitDe05,CIN,24,,12,0,0,0,0,0,1,,,,,,,3,4,
759,Robert Thomas\ThomRo04,NYG,25,,8,0,,,,,,,,,,,1.0,3,2,
760,Peyton Thompson\ThomPe00,JAX,26,,15,0,,,,,,,,,,,,3,2,
761,Kayvon Webster\WebsKa00,DEN,25,,13,0,0,0,0,0,1,,,,,,,3,1,
762,Gabe Wright\WrigGa00,CLE,24,,5,0,0,0,0,0,1,,,,,,,3,1,
